vassnr,station_name,lon,lat,sample_date,par_unit,value
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-10-24,P-TOT_µg/l,16.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-10-24,TOC_mg/l,8.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-10-30,N-TOT_µg/l,1553.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-10-30,P-TOT_µg/l,15.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-10-30,TOC_mg/l,7.9
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-11-06,N-TOT_µg/l,813.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-11-06,P-TOT_µg/l,31.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-11-06,TOC_mg/l,8.1
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-11-13,N-TOT_µg/l,845.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-11-13,P-TOT_µg/l,15.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-11-13,TOC_mg/l,8.5
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-11-20,N-TOT_µg/l,797.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-11-20,P-TOT_µg/l,14.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-11-20,TOC_mg/l,8.3
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-11-28,N-TOT_µg/l,782.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-11-28,P-TOT_µg/l,19.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-11-28,TOC_mg/l,8.9
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-12-18,N-TOT_µg/l,853.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-12-18,P-TOT_µg/l,19.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2000-12-18,TOC_mg/l,9.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-01-01,N-NH4_µg/l,20.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-01-01,N-NO3_µg/l,346.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-01-01,N-TOT_µg/l,699.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-01-01,SRP_µg/l,3.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-01-01,TOC_mg/l,8.6
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-01-03,N-TOT_µg/l,803.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-01-03,P-TOT_µg/l,13.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-01-03,TOC_mg/l,8.8
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-01-15,N-TOT_µg/l,803.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-01-15,P-TOT_µg/l,20.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-01-15,TOC_mg/l,9.7
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-01-29,N-TOT_µg/l,810.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-01-29,P-TOT_µg/l,19.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-01-29,TOC_mg/l,9.4
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-02-12,N-TOT_µg/l,798.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-02-12,P-TOT_µg/l,22.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-02-12,TOC_mg/l,9.7
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-02-26,N-TOT_µg/l,748.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-02-26,P-TOT_µg/l,45.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-02-26,TOC_mg/l,9.4
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-03-12,N-TOT_µg/l,809.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-03-12,P-TOT_µg/l,10.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-03-12,TOC_mg/l,9.1
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-03-26,N-TOT_µg/l,816.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-03-26,P-TOT_µg/l,23.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-03-26,TOC_mg/l,9.4
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-04-09,N-TOT_µg/l,833.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-04-09,P-TOT_µg/l,32.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-04-09,TOC_mg/l,9.2
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-04-23,N-TOT_µg/l,750.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-04-23,P-TOT_µg/l,33.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-04-23,TOC_mg/l,9.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-05-07,N-TOT_µg/l,818.0
