mvm_id,station_name,lon,lat,sample_date,par_unit,value
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-02-15,P-TOT_µg/l,20.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-02-15,SRP_µg/l,13.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-02-15,TOC_mg/l,8.4
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-03-15,N-NH4_µg/l,19.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-03-15,N-NO3_µg/l,444.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-03-15,N-TOT_µg/l,744.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-03-15,P-TOT_µg/l,22.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-03-15,SRP_µg/l,10.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-03-15,TOC_mg/l,8.1
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-04-15,N-NH4_µg/l,29.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-04-15,N-NO3_µg/l,371.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-04-15,N-TOT_µg/l,699.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-04-15,P-TOT_µg/l,25.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-04-15,SRP_µg/l,10.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-04-15,TOC_mg/l,7.8
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-05-15,N-NH4_µg/l,40.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-05-15,N-NO3_µg/l,194.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-05-15,N-TOT_µg/l,563.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-05-15,P-TOT_µg/l,24.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-05-15,SRP_µg/l,7.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-05-15,TOC_mg/l,9.1
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-06-14,N-NH4_µg/l,70.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-06-14,N-NO3_µg/l,281.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-06-14,N-TOT_µg/l,676.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-06-14,P-TOT_µg/l,42.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-06-14,SRP_µg/l,10.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-06-14,TOC_mg/l,10.3
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-07-12,N-NH4_µg/l,67.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-07-12,N-NO3_µg/l,170.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-07-12,N-TOT_µg/l,689.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-07-12,P-TOT_µg/l,39.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-07-12,SRP_µg/l,16.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-07-12,TOC_mg/l,13.7
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-08-15,N-NH4_µg/l,59.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-08-15,N-NO3_µg/l,222.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-08-15,N-TOT_µg/l,658.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-08-15,P-TOT_µg/l,50.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-08-15,SRP_µg/l,19.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-08-15,TOC_mg/l,14.4
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-09-16,N-NH4_µg/l,40.0
